Site Name,Region,County,City,Preserve Boundary,Trail Filename (GeoJSON),Parking Lot Latitude,Parking Lot Longitude,Restroom Latitude,Restroom Longitude,Parking Info,Restroom Info
Lakeshore Nature Preserve,South Central,Dane,Madison,,route.geojson,43.084283,-89.429429,43.087315,-89.424,"20 spots, 2 handicap spots",Accessible restroom available
